key	english	french	russian	bulgarian
Conversations/Festival Lines/Landen/animal_festival/animal_festival_0/init	Built most of the decorations with Ryis for the festival, and now I'm running a booth!	J'ai construit la plupart des décors de la fête avec Ryis et maintenant, je tiens un stand !	Большую часть украшений для фестиваля построили мы с Ризом, а теперь у меня ещё и киоск!	Built most of the decorations with Ryis for the festival, and now I'm running a booth!
Conversations/Festival Lines/Landen/animal_festival/animal_festival_1/init	The judging is always exciting, isn't it? Hope you enjoy the rest of the festival, [Ari].	Le moment de l'arbitrage est toujours palpitant, non ? J'espère que tu profites du reste de la fête, [Ari].	За оценками жюри всегда увлекательно наблюдать, да? Надеюсь, остальной фестиваль тоже тебе понравится, [Ari].	The judging is always exciting, isn't it? Hope you enjoy the rest of the festival, [Ari].
Conversations/Festival Lines/Landen/harvest_festival/harvest_festival_0/1	Nice work collecting those $Queen Berries$, [Ari].	Tu as vraiment cueilli beaucoup de $baies de la reine$, [Ari].	И отличная работа, [Ari], со сбором всех этих $королевских ягод$.	Nice work collecting those $Queen Berries$, [Ari].
Conversations/Festival Lines/Landen/harvest_festival/harvest_festival_0/init	What a great harvest this year!	Quelle magnifique récolte, cette année !	Какой в этом году отличный урожай!	What a great harvest this year!
Conversations/Festival Lines/Landen/harvest_festival/harvest_festival_1/1	Could be just the thing to wear next time I visit the Capital to see friends!	Je me vois bien porter ça la prochaine fois que j'irai rendre visite à des amis à la capitale !	Может, он-то мне и нужен, когда в следующий раз поеду в столицу навестить друзей!	Could be just the thing to wear next time I visit the Capital to see friends!
Conversations/Festival Lines/Landen/harvest_festival/harvest_festival_1/init	That $Berry Suit$ Nora is selling sure is snazzy isn't it?	La $tenue « baie »$ que vend Nora a un certain chic, tu ne trouves pas ?	У Норы продаётся такой стильный $ягодный костюм$.	That $Berry Suit$ Nora is selling sure is snazzy isn't it?
Conversations/Festival Lines/Landen/shooting_star/shooting_star_day_of/1	This year's no different!	Ce sera la même chose cette année !	И этот год — не исключение!	This year's no different!
Conversations/Festival Lines/Landen/shooting_star/shooting_star_day_of/init	Terithia, Errol and I have a tradition of watching the shooting stars together.	Il est de tradition pour Terithia, Errol et moi, de regarder les étoiles filantes ensemble.	У нас с Теризией и Эрролом есть традиция собираться смотреть на звёзды вместе.	Terithia, Errol and I have a tradition of watching the shooting stars together.
Conversations/Festival Lines/Landen/shooting_star/shooting_star_ryis_follow_up_landen/1	Between you and me, I'm pretty sure Ryis did.	De toi à moi, je suis certain que Ryis a apprécié ce moment.	Только между нами: я уверен, что Ризу понравилось.	Between you and me, I'm pretty sure Ryis did.
Conversations/Festival Lines/Landen/shooting_star/shooting_star_ryis_follow_up_landen/init	Did you have a good time watching the stars, [Ari]?	Tu as passé un bon moment en regardant les étoiles, [Ari] ?	Тебе понравилось вчера смотреть на звёзды, [Ari]?	Did you have a good time watching the stars, [Ari]?
Conversations/Festival Lines/Landen/spring_festival/construction/1	Hahaha! I still got it!	Ha ha ha ! Je n'ai pas perdu la main !	Ха-ха-ха! Талант ещё при мне!	Hahaha! I still got it!
Conversations/Festival Lines/Landen/spring_festival/construction/init	What do you think about those booths, [Ari]? Real fine craftsmanship, am I right?	Que penses-tu de ces stands, [Ari] ? C'est un travail artisanal de qualité, n'est-ce pas ?	Как тебе эти киоски, а, [Ari]? Заметно отточенное мастерство?	What do you think about those booths, [Ari]? Real fine craftsmanship, am I right?
Conversations/Festival Lines/Louis/animal_festival/animal_festival_0/1	Now everyone will appreciate what a wonderful bunny he is!	Comme ça, tout le monde pourra se rendre compte que c'est un animal merveilleux !	Теперь все смогут оценить, какой у меня чудный зайка!	Now everyone will appreciate what a wonderful bunny he is!
Conversations/Festival Lines/Louis/animal_festival/animal_festival_0/init	Hello, [Ari]! I've entered my dear rabbit, Mortimer into the small animal bracket.	Bonjour, [Ari] ! J'ai inscrit Mortimer, mon cher lapin, pour concourir dans la catégorie des petits animaux.	Привет, [Ari]! Я привёз на конкурс мелких животных своего любимого кролика Мортимера.	Hello, [Ari]! I've entered my dear rabbit, Mortimer into the small animal bracket.
Conversations/Festival Lines/Louis/animal_festival/animal_festival_1/init	It feels a bit odd to be in Mistria without my booth, but I'm certainly enjoying the festival!	C'est une sensation un peu étrange d'être présent à Mistria sans mon stand, mais je profite vraiment de la fête !	Весьма непривычно приезжать в Мистрию без ларька, но этот фестиваль мне определённо нравится!	It feels a bit odd to be in Mistria without my booth, but I'm certainly enjoying the festival!
Conversations/Festival Lines/Louis/animal_festival/animal_festival_2/1	I can just imagine them as cozy outfits!	Je les imagine parfaitement en tenues confortables !	Я почти могу представить их в виде мягких костюмов!	I can just imagine them as cozy outfits!
Conversations/Festival Lines/Louis/animal_festival/animal_festival_2/init	Those animal cutouts are quite inspired.	Ces silhouettes d'animaux sont très inspirées.	Эти вырезанные картинки животных весьма искусны.	Those animal cutouts are quite inspired.
Conversations/Festival Lines/Louis/animal_festival/animal_festival_small_first_place/1	Do you know, Mortimer seems perfectly happy with his third place?	Savez-vous que Mortimer semble très heureux de sa troisième place ?	Знаешь, Мортимер оказался очень доволен своим третьим местом.	Do you know, Mortimer seems perfectly happy with his third place?
Conversations/Festival Lines/Louis/animal_festival/animal_festival_small_first_place/2	As long as he's happy, so am I.	Du moment qu'il est content, je le suis aussi.	А если он доволен, то и я тоже.	As long as he's happy, so am I.
Conversations/Festival Lines/Louis/animal_festival/animal_festival_small_first_place/init	Well done, [Ari]!	Bravo, [Ari] !	Молодец, [Ari]!	Well done, [Ari]!
Conversations/Festival Lines/Louis/animal_festival/animal_festival_small_third_place/1	I wonder if Hayden and Henrietta could give us some tips... It seems like Mortimer had a great time!	Je me demande si Hayden et Henrietta ne pourraient pas nous donner quelques tuyaux... J'ai l'impression que Mortimer s'est bien amusé !	Интересно, может, Хейден с Генриеттой могут поделиться с нами советом... Кажется, Мортимеру понравилось!	I wonder if Hayden and Henrietta could give us some tips... It seems like Mortimer had a great time!
Conversations/Festival Lines/Louis/animal_festival/animal_festival_small_third_place/init	I can't believe we placed! I couldn't be happier for my Mortimer.	Je n'arrive pas à croire que nous soyons sur le podium ! Je suis très heureux pour Mortimer.	Поверить не могу, что нам нашлось место на пьедестале! Я ужасно рад за своего Мортимера.	I can't believe we placed! I couldn't be happier for my Mortimer.
